coef;guild;merchantid
0,27;Гильдия Гончаров;25761275
0,97;Ассоциация Оливковых Торговцев;66602728
0,11;Гильдия Гончаров;681933
0,05;Лига Стеклодувов;103869781
0,63;Гильдия Парфюмеров;108040087
0,61;Братство Кузнецов;105022889
0,54;Ассоциация Оливковых Торговцев;68989778
0,85;Ассоциация Оливковых Торговцев;99822520
0,12;Гильдия Августовских Торговцев;99822247
0,55;Гильдия Августовских Торговцев;100138315
0,9;Гильдия Гончаров;104482801
0,49;Гильдия Гончаров;102231092
0,57;Гильдия Пекарей;107921672
0,77;Гильдия Гончаров;71154257
0,22;Ассоциация Оливковых Торговцев;108610139
0,51;Ассоциация Оливковых Торговцев;107980100
0,71;Лига Керамистов;92514556
0,12;Братство Кузнецов;39245463
0,93;Братство Кузнецов;100468055
0,47;Гильдия Пекарей;73392666
0,51;Ассоциация Оливковых Торговцев;2295561
0,17;Ассоциация Оливковых Торговцев;97419042
0,58;Гильдия Гончаров;51987586
0,94;Братство Поставщиков Специй;17298958
0,67;Гильдия Парфюмеров;107679344
0,46;Ассоциация Оливковых Торговцев;88900832
0,9;Братство Поставщиков Специй;863013
0,61;Гильдия Гончаров;96121409
0,14;Лига Стеклодувов;107810923
0,3;Гильдия Августовских Торговцев;102093153
0,51;Союз Скотоводов;108544868
0,18;Гильдия Августовских Торговцев;49233682
0,46;Гильдия Пекарей;94452665
0,83;Гильдия Гончаров;48678210
0,9;Ассоциация Оливковых Торговцев;94019878
0,96;Ассоциация Оливковых Торговцев;93463544
0,35;Ассоциация Оливковых Торговцев;302643395
0,57;Ассоциация Оливковых Торговцев;99793346
0,32;Гильдия Гончаров;108550600
0,41;Ассоциация Оливковых Торговцев;102778800
0,92;Гильдия Августовских Торговцев;303926033
0,65;Ассоциация Оливковых Торговцев;9907162
0,93;Гильдия Августовских Торговцев;93278049
0,97;Гильдия Августовских Торговцев;26777270
0,85;Гильдия Гончаров;74820041
0,48;Ассоциация Оливковых Торговцев;74602849
0,25;Братство Кузнецов;99904322
0,05;Ассоциация Оливковых Торговцев;108059898
0,6;Ассоциация Оливковых Торговцев;302652613
0,17;Гильдия Гончаров;300433765
0,67;Гильдия Пекарей;36429312
0,13;Ассоциация Оливковых Торговцев;101031156
0,09;Братство Виноделов;301632071
0,69;Ассоциация Оливковых Торговцев;103020044
0,09;Ассоциация Оливковых Торговцев;89273788
0,16;Гильдия Пекарей;104758989
0,93;Ассоциация Оливковых Торговцев;305616873
0,77;Ассоциация Оливковых Торговцев;107448337
0,75;Гильдия Августовских Торговцев;93408385
0,28;Гильдия Августовских Торговцев;31400311
0,18;Союз Каменотесов;43588086
0,57;Ассоциация Оливковых Торговцев;108000416
0,78;Гильдия Пекарей;302210841
0,99;Гильдия Августовских Торговцев;54470602
0,77;Гильдия Гончаров;81770235
0,82;Гильдия Пекарей;107695923
0,34;Гильдия Пекарей;42877703
1;Гильдия Гончаров;107171522
0,64;Братство Поставщиков Специй;102251650
0,47;Ассоциация Оливковых Торговцев;8195555
0,14;Объединение Фруктовых Садовников;69568265
0,69;Ассоциация Оливковых Торговцев;301913315
0,85;Гильдия Парфюмеров;81293005
0,32;Братство Виноделов;51214145
0,14;Братство Кузнецов;103234068
0,26;Ассоциация Оливковых Торговцев;301468081
0,69;Гильдия Пекарей;95692132
0,97;Союз Каменотесов;93185878
0,52;Ассоциация Оливковых Торговцев;107026041
0,62;Ассоциация Оливковых Торговцев;105353028
0,05;Гильдия Обработчиков Шерсти;107652708
0,26;Братство Кузнецов;1034790
0,27;Гильдия Пекарей;1300973
0,71;Гильдия Гончаров;15938683
0,43;Гильдия Гончаров;101312732
0,7;Гильдия Пекарей;49283297
0,2;Гильдия Пекарей;96538115
0,58;Ассоциация Оливковых Торговцев;302828993
0,72;Ассоциация Оливковых Торговцев;108151382
0,32;Гильдия Гончаров;3448697
0,96;Гильдия Гончаров;1032193
0,68;Гильдия Гончаров;104628128
0,41;Ассоциация Оливковых Торговцев;107581435
0,44;Ассоциация Оливковых Торговцев;91272422
0,3;Ассоциация Оливковых Торговцев;107573001
0,71;Ассоциация Оливковых Торговцев;106890225
0,49;Гильдия Гончаров;71340040
0,3;Ассоциация Оливковых Торговцев;15112765
0,87;Гильдия Гончаров;63495055
0,98;Гильдия Пекарей;102386796
1;Ассоциация Оливковых Торговцев;99727780
0,31;Гильдия Парфюмеров;99721189
0,37;Гильдия Гончаров;304464909
0,2;Гильдия Пекарей;99801775
0,35;Гильдия Августовских Торговцев;99675774
0,16;Ассоциация Оливковых Торговцев;104804470
0,63;Ассоциация Оливковых Торговцев;2462322
0,55;Ассоциация Оливковых Торговцев;72796685
0,2;Братство Виноделов;104716692
0,3;Ассоциация Оливковых Торговцев;99421068
0,28;Ассоциация Оливковых Торговцев;105596452
0,98;Ассоциация Оливковых Торговцев;108565633
0,8;Гильдия Гончаров;8289169
0,12;Братство Кузнецов;107357959
0,2;Ассоциация Оливковых Торговцев;105381233
0,86;Ассоциация Оливковых Торговцев;107508025
0,27;Гильдия Гончаров;107835345
0,06;Гильдия Гончаров;107503794
0,24;Гильдия Августовских Торговцев;305471701
0,27;Союз Каменотесов;107494271
0,2;Гильдия Парфюмеров;99608747
0,93;Ассоциация Оливковых Торговцев;102401987
0,36;Гильдия Пекарей;99759512
0,53;Гильдия Гончаров;99684232
0,87;Ассоциация Оливковых Торговцев;47986865
0,91;Ассоциация Оливковых Торговцев;303810295
0,38;Ассоциация Оливковых Торговцев;36292483
0,68;Ассоциация Оливковых Торговцев;98798708
0,83;Ассоциация Оливковых Торговцев;77895930
0,13;Ассоциация Оливковых Торговцев;105580377
0,32;Ассоциация Оливковых Торговцев;7171405
0,44;Ассоциация Оливковых Торговцев;104273759
0,51;Объединение Рыбаков;303016745
0,54;Ассоциация Оливковых Торговцев;99151239
0,65;Гильдия Гончаров;88616572
0,88;Гильдия Гончаров;52358651
0,47;Гильдия Гончаров;96984125
0,65;Гильдия Гончаров;93178474
0,94;Гильдия Августовских Торговцев;107437284
0,75;Ассоциация Оливковых Торговцев;103736733
0,08;Ассоциация Оливковых Торговцев;302323683
0,08;Гильдия Гончаров;106611131
0,72;Гильдия Гончаров;97934204
0,98;Ассоциация Оливковых Торговцев;100704999
0,11;Братство Кузнецов;97670701
0,69;Гильдия Гончаров;5055880
0,16;Ассоциация Оливковых Торговцев;47670228
0,87;Гильдия Гончаров;963892
0,39;Гильдия Августовских Торговцев;106249329
0,57;Ассоциация Оливковых Торговцев;107850829
0,66;Ассоциация Оливковых Торговцев;305768831
0,49;Братство Поставщиков Специй;99133366
0,13;Ассоциация Оливковых Торговцев;98012316
0,7;Гильдия Гончаров;106432567
0,76;Ассоциация Оливковых Торговцев;107829075
0,7;Ассоциация Оливковых Торговцев;51085665
0,19;Гильдия Августовских Торговцев;935237
0,45;Ассоциация Оливковых Торговцев;300014363
0,38;Братство Кузнецов;107276776
0,85;Гильдия Обработчиков Шерсти;104044502
0,67;Гильдия Гончаров;33787694
0,6;Ассоциация Оливковых Торговцев;89021536
0,97;Гильдия Августовских Торговцев;561709
0,46;Гильдия Пекарей;104830156
0,63;Ассоциация Оливковых Торговцев;103451945
0,81;Ассоциация Оливковых Торговцев;300074439
0,62;Гильдия Парфюмеров;86334577
0,31;Гильдия Гончаров;94355699
0,47;Гильдия Августовских Торговцев;304859463
0,78;Гильдия Пекарей;108295912
0,68;Братство Кузнецов;7791588
0,26;Гильдия Пекарей;104138598
0,37;Ассоциация Оливковых Торговцев;47955640
0,41;Ассоциация Оливковых Торговцев;854652
0,97;Ассоциация Оливковых Торговцев;920603
0,7;Гильдия Гончаров;105597614
0,36;Ассоциация Оливковых Торговцев;54996620
0,39;Гильдия Пекарей;107175413
0,71;Гильдия Августовских Торговцев;47863470
0,72;Гильдия Гончаров;102101777
0,69;Гильдия Гончаров;105287030
0,52;Ассоциация Оливковых Торговцев;91653441
0,34;Ассоциация Оливковых Торговцев;101881738
0,97;Гильдия Гончаров;105182944
0,54;Объединение Рыбаков;106862988
0,88;Гильдия Гончаров;105525504
0,27;Гильдия Гончаров;103991267
0,42;Гильдия Гончаров;971656
0,3;Гильдия Пекарей;107869961
0,24;Братство Кузнецов;101423370
0,44;Гильдия Августовских Торговцев;1059787
0,12;Гильдия Обработчиков Шерсти;107808628
0,45;Ассоциация Оливковых Торговцев;14661599
0,14;Ассоциация Оливковых Торговцев;82105629
0,14;Ассоциация Оливковых Торговцев;30450373
0,48;Ассоциация Оливковых Торговцев;104602283
0,67;Братство Кузнецов;2177091
0,38;Гильдия Пекарей;100364679
0,29;Гильдия Пекарей;69810508
0,78;Ассоциация Оливковых Торговцев;91503768
0,57;Союз Скотоводов;101865104
0,13;Гильдия Августовских Торговцев;536915
0,94;Гильдия Пекарей;105848162
0,11;Ассоциация Оливковых Торговцев;36721016
0,12;Ассоциация Оливковых Торговцев;56060686
0,33;Гильдия Пекарей;104530980
0,51;Гильдия Гончаров;89326271
0,95;Братство Кузнецов;49694289
0,19;Ассоциация Оливковых Торговцев;107904043
0,88;Гильдия Августовских Торговцев;99731215
0,37;Гильдия Пекарей;482406
0,72;Гильдия Гончаров;106808056
0,83;Гильдия Августовских Торговцев;814380
0,91;Ассоциация Оливковых Торговцев;304040977
0,47;Объединение Рыбаков;300543527
0,2;Гильдия Гончаров;108637694
0,26;Ассоциация Оливковых Торговцев;1790193
0,28;Объединение Рыбаков;104517904
0,59;Гильдия Августовских Торговцев;1072229
0,11;Ассоциация Оливковых Торговцев;69172962
0,83;Гильдия Гончаров;107358179
0,11;Гильдия Августовских Торговцев;885147
0,86;Ассоциация Оливковых Торговцев;93473765
0,13;Ассоциация Оливковых Торговцев;104507646
0,35;Гильдия Гончаров;942196
0,28;Ассоциация Оливковых Торговцев;108295494
0,62;Гильдия Гончаров;97648814
0,4;Гильдия Августовских Торговцев;31627237
0,71;Объединение Рыбаков;98132344
0,76;Гильдия Августовских Торговцев;102247813
0,87;Гильдия Августовских Торговцев;68592938
0,8;Гильдия Мукомолов;68119230
1;Гильдия Гончаров;107222140
0,69;Гильдия Гончаров;858245
0,97;Гильдия Пекарей;84030647
0,62;Гильдия Пекарей;46211527
0,43;Ассоциация Оливковых Торговцев;303583107
0,45;Гильдия Августовских Торговцев;968583
0,68;Гильдия Гончаров;55796104
0,13;Гильдия Гончаров;103971313
0,78;Гильдия Пекарей;2839691
0,94;Братство Кузнецов;300213143
0,84;Ассоциация Оливковых Торговцев;99599522
0,12;Ассоциация Оливковых Торговцев;99598205
0,7;Гильдия Гончаров;99579905
0,15;Гильдия Гончаров;99579456
0,99;Гильдия Августовских Торговцев;99575597
0,82;Общество Ювелиров;99574728
0,89;Гильдия Пекарей;99505368
0,42;Ассоциация Оливковых Торговцев;99460054
0,89;Ассоциация Оливковых Торговцев;99412561
0,76;Объединение Рыбаков;99361402
0,52;Гильдия Парфюмеров;99346041
0,1;Гильдия Гончаров;99345055
0,83;Гильдия Августовских Торговцев;99341446
0,41;Братство Виноделов;99327597
0,9;Братство Кузнецов;99323719
0,94;Ассоциация Оливковых Торговцев;99319522
0,56;Ассоциация Оливковых Торговцев;99317921
0,77;Гильдия Гончаров;99284926
0,94;Гильдия Гончаров;99175146
0,65;Гильдия Гончаров;12955965
0,79;Гильдия Августовских Торговцев;99150457
0,66;Братство Поставщиков Специй;99143040
0,3;Ассоциация Оливковых Торговцев;99131429
0,4;Ассоциация Оливковых Торговцев;99131286
0,81;Гильдия Пекарей;99125024
0,75;Гильдия Гончаров;99081308
0,26;Гильдия Гончаров;99057873
0,76;Братство Кузнецов;10453210
0,26;Гильдия Пекарей;99033773
0,14;Гильдия Пекарей;99016038
0,71;Гильдия Пекарей;99016010
0,67;Гильдия Пекарей;99014830
0,63;Гильдия Гончаров;10185856
0,43;Гильдия Августовских Торговцев;98987859
0,83;Гильдия Пекарей;106805055
0,79;Ассоциация Оливковых Торговцев;106801446
0,55;Ассоциация Оливковых Торговцев;106791079
0,23;Гильдия Гончаров;106771648
0,38;Гильдия Пекарей;10039148
0,86;Гильдия Гончаров;10029940
0,82;Гильдия Августовских Торговцев;9952889
0,72;Гильдия Августовских Торговцев;106753092
0,22;Гильдия Августовских Торговцев;106739307
0,29;Гильдия Гончаров;106730853
0,36;Ассоциация Оливковых Торговцев;106702423
0,28;Ассоциация Оливковых Торговцев;98939313
0,57;Ассоциация Оливковых Торговцев;106678983
0,52;Ассоциация Оливковых Торговцев;106661040
0,11;Ассоциация Оливковых Торговцев;106636491
0,19;Объединение Рыбаков;106627463
0,56;Ассоциация Оливковых Торговцев;106623533
0,34;Объединение Рыбаков;106579287
0,23;Гильдия Мукомолов;9755041
0,68;Братство Кузнецов;106551705
0,1;Ассоциация Оливковых Торговцев;106523920
0,69;Гильдия Гончаров;106523431
0,82;Ассоциация Оливковых Торговцев;106519704
0,47;Гильдия Гончаров;106511766
0,14;Гильдия Гончаров;106456874
0,08;Ассоциация Оливковых Торговцев;9557755
0,05;Ассоциация Оливковых Торговцев;106427681
0,71;Ассоциация Оливковых Торговцев;106427142
0,89;Гильдия Августовских Торговцев;106422956
0,11;Гильдия Пекарей;106412325
0,74;Ассоциация Оливковых Торговцев;106381980
0,56;Гильдия Августовских Торговцев;9381580
0,77;Ассоциация Оливковых Торговцев;106356118
0,95;Гильдия Пекарей;106353738
0,19;Гильдия Гончаров;9366865
0,16;Ассоциация Оливковых Торговцев;106343236
0,51;Гильдия Августовских Торговцев;106290343
0,58;Ассоциация Оливковых Торговцев;106289908
0,92;Гильдия Гончаров;106273184
0,97;Гильдия Августовских Торговцев;106254160
0,56;Братство Поставщиков Специй;106238684
0,37;Ассоциация Оливковых Торговцев;106234180
0,26;Объединение Рыбаков;106181263
0,2;Гильдия Гончаров;106180623
0,35;Ассоциация Оливковых Торговцев;106179664
0,16;Гильдия Пекарей;98812990
0,46;Братство Виноделов;98806168
0,97;Ассоциация Оливковых Торговцев;106122476
0,51;Ассоциация Оливковых Торговцев;106103624
0,54;Ассоциация Оливковых Торговцев;106084452
0,19;Гильдия Обработчиков Шерсти;106061398
0,77;Гильдия Парфюмеров;106055369
0,14;Гильдия Гончаров;105977916
0,23;Гильдия Гончаров;105967734
0,06;Ассоциация Оливковых Торговцев;98781781
0,54;Объединение Фруктовых Садовников;98778408
0,66;Гильдия Гончаров;98772441
0,32;Гильдия Пекарей;98767167
0,52;Ассоциация Оливковых Торговцев;105881589
0,67;Ассоциация Оливковых Торговцев;105863606
0,64;Союз Каменотесов;105856787
0,72;Ассоциация Оливковых Торговцев;13010508
0,65;Ассоциация Оливковых Торговцев;8878638
0,45;Гильдия Пекарей;8874701
0,45;Ассоциация Оливковых Торговцев;105815524
0,47;Гильдия Пекарей;105795651
0,85;Ассоциация Оливковых Торговцев;45523932
0,16;Гильдия Пекарей;45372131
0,56;Гильдия Гончаров;45134686
0,84;Гильдия Гончаров;106260719
0,43;Гильдия Гончаров;105780269
0,16;Ассоциация Оливковых Торговцев;105725496
0,85;Братство Поставщиков Специй;98747288
0,8;Гильдия Парфюмеров;98743448
0,25;Гильдия Августовских Торговцев;98737085
0,13;Ассоциация Оливковых Торговцев;45102373
0,17;Гильдия Гончаров;44969999
0,81;Гильдия Августовских Торговцев;44923665
0,12;Гильдия Августовских Торговцев;8646553
0,69;Гильдия Гончаров;105707988
0,31;Братство Кузнецов;105702587
0,4;Гильдия Гончаров;105695074
0,73;Гильдия Августовских Торговцев;8552915
0,05;Ассоциация Оливковых Торговцев;8535525
0,61;Гильдия Августовских Торговцев;105642973
0,66;Гильдия Пекарей;106254100
0,8;Гильдия Пекарей;105626312
0,25;Ассоциация Оливковых Торговцев;105624982
0,34;Ассоциация Оливковых Торговцев;105597671
0,78;Гильдия Августовских Торговцев;105585901
0,32;Гильдия Августовских Торговцев;105560190
0,11;Ассоциация Оливковых Торговцев;105553189
0,51;Гильдия Гончаров;105549232
0,28;Гильдия Гончаров;8450205
0,65;Ассоциация Оливковых Торговцев;105538220
0,98;Гильдия Гончаров;105529492
0,88;Ассоциация Оливковых Торговцев;105520754
0,81;Ассоциация Оливковых Торговцев;105518149
0,13;Гильдия Гончаров;43791232
0,61;Объединение Рыбаков;43447712
0,43;Братство Кузнецов;43273183
0,94;Гильдия Гончаров;106260227
0,2;Гильдия Пекарей;42876060
0,49;Гильдия Гончаров;105457699
0,56;Гильдия Гончаров;42718840
0,43;Братство Поставщиков Специй;42285263
0,17;Ассоциация Оливковых Торговцев;105396109
0,2;Гильдия Пекарей;105383171
0,1;Гильдия Гончаров;105350753
0,28;Ассоциация Оливковых Торговцев;105343665
0,82;Ассоциация Оливковых Торговцев;105322965
0,86;Ассоциация Оливковых Торговцев;98663914
0,97;Гильдия Августовских Торговцев;98650242
0,46;Братство Виноделов;105284566
0,55;Гильдия Гончаров;105276697
0,53;Гильдия Августовских Торговцев;98630865
0,68;Гильдия Пекарей;41966372
0,95;Ассоциация Оливковых Торговцев;41935291
0,66;Ассоциация Оливковых Торговцев;105234620
0,88;Гильдия Августовских Торговцев;105217595
0,99;Ассоциация Оливковых Торговцев;44686005
0,32;Братство Кузнецов;8207038
0,51;Гильдия Гончаров;8178753
0,4;Гильдия Августовских Торговцев;98581128
0,94;Гильдия Пекарей;98571234
0,24;Гильдия Пекарей;41496209
0,58;Гильдия Парфюмеров;41444684
0,35;Объединение Рыбаков;41444368
0,63;Гильдия Гончаров;105904949
0,4;Гильдия Пекарей;105171462
0,78;Гильдия Пекарей;8161715
0,13;Братство Кузнецов;98460480
0,41;Гильдия Августовских Торговцев;98905972
0,84;Союз Каменотесов;98383883
0,27;Гильдия Августовских Торговцев;43672881
0,66;Ассоциация Оливковых Торговцев;98226377
0,58;Ассоциация Оливковых Торговцев;98789319
0,25;Гильдия Пекарей;98171140
0,38;Гильдия Гончаров;98134669
1;Гильдия Гончаров;98125925
0,76;Союз Каменотесов;41103268
0,46;Ассоциация Оливковых Торговцев;105072704
0,41;Ассоциация Оливковых Торговцев;105023647
0,46;Ассоциация Оливковых Торговцев;105010251
0,37;Братство Кузнецов;104966759
0,72;Гильдия Пекарей;104959743
0,47;Ассоциация Оливковых Торговцев;98046453
0,92;Гильдия Пекарей;98041872
0,51;Гильдия Гончаров;98032189
0,64;Гильдия Пекарей;98027273
0,24;Ассоциация Оливковых Торговцев;98025480
0,2;Ассоциация Оливковых Торговцев;98008670
0,96;Ассоциация Оливковых Торговцев;98006931
0,99;Гильдия Гончаров;40865730
0,79;Ассоциация Оливковых Торговцев;104931452
0,63;Гильдия Пекарей;104925137
0,22;Гильдия Гончаров;104898769
0,25;Ассоциация Оливковых Торговцев;97992063
0,77;Гильдия Гончаров;97981415
0,96;Гильдия Пекарей;97968402
0,54;Гильдия Пекарей;97936249
0,58;Гильдия Гончаров;104841444
0,34;Ассоциация Оливковых Торговцев;104839256
0,6;Гильдия Августовских Торговцев;8048899
0,11;Ассоциация Оливковых Торговцев;97897800
0,51;Братство Кузнецов;97877916
0,13;Ассоциация Оливковых Торговцев;97872752
0,61;Ассоциация Оливковых Торговцев;104785291
0,52;Объединение Рыбаков;106415439
0,92;Ассоциация Оливковых Торговцев;104778706
0,76;Ассоциация Оливковых Торговцев;104773244
0,38;Ассоциация Оливковых Торговцев;104771344
0,52;Братство Поставщиков Специй;104751215
0,5;Братство Кузнецов;97838267
0,98;Гильдия Обработчиков Шерсти;103913512
0,29;Ассоциация Оливковых Торговцев;97815000
0,15;Гильдия Пекарей;40841834
0,6;Объединение Рыбаков;102166472
0,73;Гильдия Пекарей;95513841
0,41;Ассоциация Оливковых Торговцев;97800783
0,14;Ассоциация Оливковых Торговцев;104748320
0,69;Гильдия Пекарей;95691605
0,16;Гильдия Гончаров;104708050
0,47;Ассоциация Оливковых Торговцев;104597968
0,19;Братство Кузнецов;39701433
0,23;Ассоциация Оливковых Торговцев;301475387
0,43;Гильдия Августовских Торговцев;104535729
0,9;Гильдия Гончаров;39643118
0,12;Ассоциация Оливковых Торговцев;97744238
0,74;Ассоциация Оливковых Торговцев;96284103
0,37;Братство Кузнецов;39181019
0,07;Гильдия Гончаров;105528840
0,23;Ассоциация Оливковых Торговцев;301235343
0,13;Ассоциация Оливковых Торговцев;104452632
0,85;Ассоциация Оливковых Торговцев;97730479
0,56;Гильдия Парфюмеров;97719640
0,88;Гильдия Гончаров;39109831
0,33;Гильдия Гончаров;301983913
0,25;Гильдия Гончаров;104400452
0,4;Ассоциация Оливковых Торговцев;92525659
0,71;Гильдия Августовских Торговцев;38836973
0,08;Ассоциация Оливковых Торговцев;305557675
0,6;Ассоциация Оливковых Торговцев;97679772
0,7;Ассоциация Оливковых Торговцев;305321139
0,55;Гильдия Гончаров;38607329
0,16;Гильдия Гончаров;46108367
0,82;Гильдия Гончаров;38562099
0,12;Ассоциация Оливковых Торговцев;38008855
0,5;Ассоциация Оливковых Торговцев;97599673
0,43;Гильдия Пекарей;97572602
0,36;Гильдия Гончаров;95407945
0,33;Объединение Рыбаков;37696291
0,72;Гильдия Пекарей;303249983
0,2;Гильдия Августовских Торговцев;367897
0,35;Объединение Рыбаков;39809639
0,97;Гильдия Августовских Торговцев;37613764
0,99;Гильдия Августовских Торговцев;7818913
0,79;Гильдия Августовских Торговцев;7802385
0,17;Ассоциация Оливковых Торговцев;98703645
0,53;Гильдия Пекарей;37468691
0,38;Гильдия Августовских Торговцев;95172061
0,85;Гильдия Гончаров;91072221
0,88;Ассоциация Оливковых Торговцев;97539078
0,3;Гильдия Гончаров;89758538
0,58;Братство Кузнецов;97535422
0,32;Гильдия Пекарей;2010387
0,92;Гильдия Пекарей;97523847
0,22;Братство Поставщиков Специй;1741974
0,66;Гильдия Августовских Торговцев;37256838
0,74;Братство Виноделов;53251672
0,05;Ассоциация Оливковых Торговцев;37211048
0,86;Ассоциация Оливковых Торговцев;105552477
0,84;Гильдия Августовских Торговцев;97448887
0,11;Гильдия Августовских Торговцев;97371846
0,13;Гильдия Гончаров;16800451
0,92;Лига Стеклодувов;97355901
0,37;Гильдия Августовских Торговцев;104550486
0,19;Ассоциация Оливковых Торговцев;37860823
0,35;Ассоциация Оливковых Торговцев;30851581
0,23;Гильдия Гончаров;97352267
0,11;Ассоциация Оливковых Торговцев;104248224
0,36;Ассоциация Оливковых Торговцев;108269031
0,27;Ассоциация Оливковых Торговцев;104223642
0,72;Ассоциация Оливковых Торговцев;104200029
0,49;Ассоциация Оливковых Торговцев;106268184
0,41;Ассоциация Оливковых Торговцев;305542829
0,72;Ассоциация Оливковых Торговцев;97706565
0,28;Ассоциация Оливковых Торговцев;31682468
0,73;Ассоциация Оливковых Торговцев;104191982
0,72;Гильдия Августовских Торговцев;36975673
0,58;Гильдия Августовских Торговцев;104137230
0,34;Ассоциация Оливковых Торговцев;300246381
0,09;Гильдия Гончаров;97237038
0,74;Гильдия Гончаров;7862450
0,16;Гильдия Гончаров;104123222
0,26;Гильдия Августовских Торговцев;98011617
0,25;Ассоциация Оливковых Торговцев;7664596
0,09;Ассоциация Оливковых Торговцев;97202575
0,23;Гильдия Пекарей;97186504
0,58;Ассоциация Оливковых Торговцев;104093405
0,08;Гильдия Августовских Торговцев;104035155
0,41;Ассоциация Оливковых Торговцев;77908770
0,26;Гильдия Гончаров;108561480
0,05;Гильдия Августовских Торговцев;36522807
0,31;Объединение Рыбаков;97082502
0,42;Гильдия Августовских Торговцев;104002728
0,7;Гильдия Гончаров;104001682
0,83;Ассоциация Оливковых Торговцев;103972646
0,72;Гильдия Обработчиков Шерсти;103953951
0,22;Гильдия Гончаров;103953283
0,13;Гильдия Августовских Торговцев;97039135
0,25;Ассоциация Оливковых Торговцев;104467003
0,22;Гильдия Гончаров;36361341
0,54;Ассоциация Оливковых Торговцев;97432886
0,57;Ассоциация Оливковых Торговцев;36289440
0,87;Ассоциация Оливковых Торговцев;70766910
0,14;Ассоциация Оливковых Торговцев;103876321
0,74;Ассоциация Оливковых Торговцев;103860045
0,57;Братство Кузнецов;96944239
0,14;Гильдия Пекарей;66821442
0,95;Объединение Рыбаков;36117484
0,06;Братство Кузнецов;96795499
0,05;Братство Кузнецов;104548744
0,63;Гильдия Гончаров;103190672
0,95;Братство Виноделов;104510308
0,9;Ассоциация Оливковых Торговцев;96780828
0,64;Ассоциация Оливковых Торговцев;96644653
0,75;Гильдия Гончаров;7562817
0,21;Ассоциация Оливковых Торговцев;103818276
0,86;Гильдия Парфюмеров;103779334
0,54;Ассоциация Оливковых Торговцев;104689142
0,24;Гильдия Августовских Торговцев;7519731
0,72;Гильдия Пекарей;7488682
0,06;Ассоциация Оливковых Торговцев;7478816
0,11;Ассоциация Оливковых Торговцев;103985561
0,44;Гильдия Августовских Торговцев;96567496
0,09;Ассоциация Оливковых Торговцев;103226023
0,61;Гильдия Гончаров;103741706
1;Гильдия Августовских Торговцев;103735523
0,85;Братство Поставщиков Специй;103732128
0,91;Гильдия Гончаров;7836710
0,58;Ассоциация Оливковых Торговцев;7455553
0,44;Союз Каменотесов;35244505
0,47;Гильдия Гончаров;106117875
0,55;Гильдия Августовских Торговцев;36599963
0,16;Гильдия Гончаров;7365281
0,79;Братство Поставщиков Специй;302080905
0,98;Ассоциация Оливковых Торговцев;103719115
0,78;Ассоциация Оливковых Торговцев;97928760
0,89;Ассоциация Оливковых Торговцев;103710175
0,34;Ассоциация Оливковых Торговцев;96502165
0,24;Ассоциация Оливковых Торговцев;107157925
0,38;Гильдия Гончаров;96501544
0,47;Гильдия Гончаров;300696185
0,14;Ассоциация Оливковых Торговцев;96392830
0,29;Ассоциация Оливковых Торговцев;92660695
0,45;Гильдия Августовских Торговцев;97731044
0,21;Гильдия Августовских Торговцев;103691048
0,34;Гильдия Гончаров;7303186
0,95;Гильдия Августовских Торговцев;34797734
0,5;Гильдия Пекарей;88368313
0,64;Ассоциация Оливковых Торговцев;34794935
0,86;Ассоциация Оливковых Торговцев;108372933
0,27;Ассоциация Оливковых Торговцев;34764790
0,95;Гильдия Августовских Торговцев;34695441
0,25;Гильдия Гончаров;4775765
0,13;Гильдия Августовских Торговцев;7174812
0,39;Объединение Фруктовых Садовников;7148510
0,52;Гильдия Пекарей;99013305
0,12;Братство Поставщиков Специй;96245913
0,51;Ассоциация Оливковых Торговцев;7088810
0,74;Ассоциация Оливковых Торговцев;103649355
0,73;Гильдия Пекарей;103647938
0,83;Гильдия Гончаров;103910274
0,83;Объединение Рыбаков;103647628
0,53;Гильдия Гончаров;37619460
0,25;Гильдия Августовских Торговцев;87672467
0,05;Ассоциация Оливковых Торговцев;83236312
0,89;Ассоциация Оливковых Торговцев;103645828
0,06;Гильдия Пекарей;96238428
0,25;Ассоциация Оливковых Торговцев;305709229
0,16;Гильдия Гончаров;96226623
0,71;Ассоциация Оливковых Торговцев;67660102
0,38;Гильдия Гончаров;67655581
0,2;Гильдия Гончаров;302306609
0,44;Гильдия Августовских Торговцев;67651626
0,14;Гильдия Гончаров;34343931
0,72;Гильдия Гончаров;1626453
0,14;Гильдия Гончаров;304745561
0,43;Гильдия Пекарей;34322677
0,12;Ассоциация Оливковых Торговцев;96058037
0,06;Братство Поставщиков Специй;108579445
0,94;Ассоциация Оливковых Торговцев;104617334
0,73;Братство Виноделов;66918552
0,58;Братство Поставщиков Специй;66751861
0,62;Гильдия Гончаров;63642459
0,13;Гильдия Гончаров;34056348
0,43;Ассоциация Оливковых Торговцев;7315056
0,55;Ассоциация Оливковых Торговцев;106124352
0,05;Гильдия Гончаров;8205439
0,07;Гильдия Августовских Торговцев;31407971
0,27;Гильдия Августовских Торговцев;95996466
0,86;Гильдия Гончаров;303115167
0,77;Гильдия Гончаров;95996375
0,11;Гильдия Августовских Торговцев;94007286
0,3;Ассоциация Оливковых Торговцев;1350902
0,89;Гильдия Гончаров;301987685
0,05;Братство Кузнецов;66637651
